date,data,cols
138,"Medtronic CEO Appears On CNBC (MDT) Company News for February 23, 2010 - Corporate Summary Medtronic (MDT) Net Income Up 19% BenzingaÃ¢ÂÂs Top Pre-Market Losers (PALM, THC, BRCD, MELI, MDT) Medtronic Beats By A Penny (MDT)",channel1
139,Medtronic Beats FQ3 Marginally On Higher Operating Margins Medtronic Price Target Set At $52 By Credit Suisse (MDT),channel1
140,,channel1
141,,channel1
142,,channel1
143,,channel1
144,,channel1
145,,channel1
146,,channel1
147,,channel1
148,,channel1
149,"MedtronicÃ¢ÂÂs Epilepsy Device Fails FDA Test (MDT, CYBX)",channel1
150,,channel1
151,Medtronic (MDT) Gets FDA Approval For Epilepsy Treatment,channel1
152,FDA Put Sales Of BSXÃ¢ÂÂs ICD Products On Hold,channel1
153,STOP-AF To Enable Medtronic (MDT) To Expand Share In AF Market,channel1
154,This Healthcare ETF (XLV) Is Seeing Above Average Call Buying FDA Approves Medtronic (MDT) Diabetes Management System,channel1
155,,channel1
156,,channel1
157,"Investors Flock To Healthcare ETFs On Historic Reform Medtronic, Inc. (MDT) Maintains Market Perform Rating",channel1
158,Before Jumping Into A Single Health Care Stock Consider This ETF,channel1
159,,channel1
160,,channel1
161,,channel1
162,,channel1
163,,channel1
164,,channel1
165,Dividend Investing,channel1
166,,channel1
167,Credit Suisse Raises Price Target for Edwards Lifesciences (EW),channel1
168,,channel1
169,,channel1
170,,channel1
171,,channel1
172,,channel1
173,,channel1
174,,channel1
175,,channel1
176,,channel1
177,,channel1
178,,channel1
179,,channel1
180,,channel1
181,,channel1
182,,channel1
183,,channel1
184,"BenzingaÃ¢ÂÂs Top Pre-Market Gainers (ATSI, PALM, BIDU, NENG, AXTI)",channel1
185,,channel1
186,,channel1
187,,channel1
188,,channel1
189,,channel1
190,,channel1
191,,channel1
192,,channel1
193,,channel1
194,,channel1
195,"Market To Reach 12,000 By Year End (JNJ, MDT, MATK)",channel1
196,,channel1
197,,channel1
198,There is High Risks To MDTÃ¢ÂÂs FY11 Guidance Piper Jaffray Expects Medtronic to Finish Strong (MDT),channel1
199,,channel1
200,"Next WeekÃ¢ÂÂs Big Earnings Events (CPB, MDT, TSL, TIVO, AEO, TOL, NTAP, TTWO, PAY, BIG, COST, HNZ, TIF, GES, JCG, NOVL)",channel1
201,,channel1
202,"MDT Posts Robust Q4 Earnings Company News for May 25, 2010 - Corporate Summary Stocks To Watch For May 25 (AZO, PVH, TIVO, MDT, TSL)",channel1
203,Piper Jaffray Issues Positive Comments on Johnson and Johnson (JNJ) Goldman (GS) Remains Neutral On Medtronic (MDT) MedtronicÃ¢ÂÂs Operating Margin Forecasts Misleading William Blair & Co. Rates Medtronic as Outperform (MDT),channel1
204,,channel1
205,,channel1
206,,channel1
207,,channel1
208,,channel1
209,,channel1
210,,channel1
211,"Goldman Sachs Slashes Price Target for Medtronic Inc. (MDT, GS) JP Morgan Plays Doctor, Says Medtronic is Overweight",channel1
212,,channel1
213,,channel1
214,,channel1
215,"Fast Money Picks For June 15th (MTL, MGM, BBY, MDT)",channel1
216,,channel1
217,"Earnings Season To Help Markets: Portfolio Manager Tell CNBC (PEP, CL, ADBE, CTSH, MDT, ABT) Goldman Sachs Reiterates Neutral Rating on Medtronic (MDT)",channel1
218,,channel1
219,,channel1
220,,channel1
221,,channel1
222,Medtronic Maintains Fiscal Q1 Guidance,channel1
223,,channel1
224,,channel1
225,,channel1
226,,channel1
227,Piper Jaffray Reiterates Overweight Rating on Medtronic (MDT),channel1
228,,channel1
229,,channel1
230,"Top 4 Stocks In The Medical Appliances And Equipment Industry With The Highest Profit Margin (ISRG, MDT, MASI, RMD)",channel1
231,,channel1
232,,channel1
233,"Profit Recommends Medtronics (MDT, XOM, WDC)",channel1
234,,channel1
235,"Oppenheimer Initiates Medtronic And Life Technologies With Outperform Ratings (LIFE, MDT)",channel1
236,,channel1
237,Piper Jaffray Reiterates Overweight Rating on Medtronic Inc. (MDT),channel1
238,,channel1
239,,channel1
240,Medtronic Due for FDA Meeting on July 27; JP Morgan,channel1
241,,channel1
242,,channel1
243,,channel1
244,,channel1
245,"Fast Money Picks For July 28th (UNG, MDT, WIN, BTU, USB)",channel1
246,Medtronic Faces Reliability Concerns,channel1
247,,channel1
248,,channel1
249,,channel1
250,Left Behind By The Rally,channel1
251,"DexCom Meets, Beats on Sales - Analyst Blog",channel1
252,,channel1
253,,channel1
254,"Company News for August 9, 2010 - Corporate Summary J.P. Morgan Downgrades Medtronic to Neutral",channel1
255,,channel1
256,Goldman Lowers Medtronic Estimates Ahead Of Earnings (MDT),channel1
257,Good News for Boston Scientific - Analyst Blog Medtronic Completes Acquisition of ATS Medical,channel1
258,Integra Inks deal with Amerinet - Analyst Blog,channel1
259,Integra Adds iPASSAGE Retractor - Analyst Blog,channel1
260,"NASDAQ Stocks Hitting 52-Week Highs (OPEN, ASYS, OSTE, RDCM) Mid-Day Market Movers (OSTE, IOT, POT, LGL)",channel1
261,Medtronic Grows Biologics Business - Analyst Blog,channel1
262,,channel1
263,Earnings Preview Ã¢ÂÂ Medtronic (MDT),channel1
264,Medtronic On Deck To Report Q1:F11 Results (MDT) Earnings Preview: Medtronic - Analyst Blog,channel1
265,"Medical Devices Industry Outlook - August 2010 - Industry Outlook Existing Home Sales Well Below Expectations 08-24-2010 Late Market Roundup (MDT, UIS, DAKT, DTPI) Before The Bell Ã¢ÂÂ The Action So Far Medtronic Reports Weaker-Than-Expected Q1 Results US Stock Futures Southbound Earnings Scheduled For August 24 (MDT, BKC, BKS, BIG) Stocks To Watch For August 24 (FMCN, BKS, BKC, BGP, MDT)",channel1
266,"Medtronic Announces Cash Dividend of $.225 MDTÃ¢ÂÂs Q1 Disappoints, But Shares Look Attractive At Current Levels BenzingaÃ¢ÂÂs Top Downgrades (TSL, MDT, NLY, PEG) Wells Fargo Downs MDT To Market Perform",channel1
267,"Company News for August 26, 2010 - Corporate Summary BenzingaÃ¢ÂÂs Top Downgrades (ASX, SCHW, MDT, KONG)",channel1
268,Medtronic Gets Canadian Approval - Analyst Blog,channel1
269,,channel1
270,,channel1
271,,channel1
272,,channel1
273,Earnings Scorecard: Medtronic - Analyst Blog Medtronic Bounces After CEO Comments (MDT),channel1
274,,channel1
275,St. Jude Invests in CardioMEMS - Analyst Blog MDT Grows CardioVascular Portfolio - Analyst Blog,channel1
276,,channel1
277,"Company News for September 10, 2010 - Corporate Summary Deutsche Bank Initiations For 9/10 Deutsche Bank Initiations For 9/10",channel1
278,Cyberonics Stays Neutral - Analyst Blog Medtronic Introduces New Remote Monitoring Network for Heart Failure Clinicians,channel1
279,,channel1
280,,channel1
281,St. Jude Launches Costa Rica Plant - Analyst Blog Two Top Selections for Contrarian Investors Medtronic Receives European CE Mark Approval for Deep Brain Stimulation Therapy,channel1
282,,channel1
283,CE Mark for MDT's Epilepsy Therapy - Analyst Blog Medtronic Receives FDA Approval of Integrity Coronary Stent,channel1
284,St. Jude's Athena DBS Gets CE Mark - Analyst Blog US Approval for Medtronic's Stent - Analyst Blog,channel1
285,,channel1
286,"Piper Jaffray Rates Medtronic At Overweight (MDT) MEDCAC Panel Holds Cards For MDT, SYK",channel1
287,,channel1
288,Deutsche Bank Discusses Hospital Trends,channel1
289,,channel1
290,,channel1
291,,channel1
292,,channel1
293,,channel1
294,"Medtronic Down But Not Out (MDT, BAX, STJ)",channel1
295,Good News for ZOLL's LifeVest - Analyst Blog,channel1
296,,channel1
297,Oppenheimer's Observations From NASS (MDT),channel1
298,,channel1
299,,channel1
300,Deutsche Bank Maintains Hold Rating of Stryker and Zimmer,channel1
301,Medtronic Settles US Lawsuits on Sprint Fidelis Family for $268M,channel1
302,Medtronic Clinical Trial Receives FDA Approval to Evaluate New CoreValve System,channel1
303,MDT Advances with its Valve Program - Analyst Blog,channel1
304,,channel1
305,"Zacks Analyst Blog Highlights: STJ,AGAM,BAC,MDT,BSX - Press Releases",channel1
306,,channel1
307,,channel1
308,,channel1
309,,channel1
310,,channel1
311,,channel1
312,,channel1
313,,channel1
314,,channel1
315,,channel1
316,"Collins Stewart Initiates Coverages (BSX, MDT, STJ)",channel1
317,"Medtronic Ã¢ÂÂ An Opportunity For The Patient Investor, Deutsche Bank Reports",channel1
318,,channel1
319,,channel1
320,,channel1
321,,channel1
322,"Medtronic to Announce Financial Results for the Second Quarter of FY 2011 For Medtronic, J.P. Morgan Expects Another Round Of Downward Guidance",channel1
323,Medtronic Presents Positive Data - Analyst Blog MDT Presents Positive Data From RAFT,channel1
324,"Encouraging Data from Edwards - Analyst Blog Zacks Analyst Blog Highlights: Medtronic, Boston Scientific, Kinross Gold Corporation, Barrick Gold Corporation and Newmont Gold Mining - Press Releases",channel1
325,Medtronic Acquires Osteotech - Analyst Blog Medtronic Acquires Osteotech - Analyst Blog Goldman Sachs Adjusts Estimates on Medtronic,channel1
326,Stuffing the Turkey with Data - Earnings Preview,channel1
327,"St. Jude Wraps Up AGA Acquisition - Analyst Blog Stuffing the Turkey with Data - Earnings Preview St. Jude Wraps Up AGA Acquisition - Analyst Blog ZOLL's EPS Beats, Profit Doubles - Analyst Blog ZOLL's EPS Beats, Profit Doubles - Analyst Blog",channel1
328,"ZOLL Reaffirmed at Neutral - Analyst Blog Earnings Preview: Medtronic - Analyst Blog Zacks Earnings Preview: Hewlett Packard, Analog Devices, Medtronic, Campbell Soup and Deere - Press Releases BSX to Acquire Sadra Medical - Analyst Blog Medtronic Set to Release Q2:F11 Results Tomorrow (MDT) Oppenheimer Reiterates Outperform Rating on Medtronic (MDT) Stock Market News for November 22, 2010 - Market News Week in Preview: Tyson Foods, Analog Devices, Deere Serve Up Earnings ZOLL Reaffirmed at Neutral - Analyst Blog Earnings Preview: Medtronic - Analyst Blog Zacks Earnings Preview: Hewlett Packard, Analog Devices, Medtronic, Campbell Soup and Deere - Press Releases BSX to Acquire Sadra Medical - Analyst Blog Stock Market News for November 22, 2010 - Market News",channel1
329,"Medtronic to Acquire Ardian - Analyst Blog Strong Quarter for Cyberonics - Analyst Blog Medtronic Beats on EPS, Cuts Outlook - Analyst Blog Company News for November 23, 2010 - Corporate Summary Piper Jaffray Comments On Medtronic Medtronic to Acquire Ardian - Analyst Blog Deutsche Bank Maintains Buy Rating on Medtronic (MDT) A Peek Into The Market Before The Trading Starts Medtronic Reports Second Quarter 2011 EPS of $.82 Strong Quarter for Cyberonics - Analyst Blog Medtronic Beats on EPS, Cuts Outlook - Analyst Blog Company News for November 23, 2010 - Corporate Summary Earnings Scheduled For November 23 (TIVO, HRL, CPB, JCG, GES, MDT, ATV, BWS, DAKT, FRED, HI)",channel1
330,Wells Fargo's Morning Updates Medtronic Reports 2Q Earnings Results Above Estimates,channel1
331,,channel1
332,,channel1
333,,channel1
334,SurModics Cut to Underperform - Analyst Blog SurModics Cut to Underperform - Analyst Blog,channel1
335,,channel1
336,,channel1
337,"Medical Devices Industry Outlook - Dec. 2010 - Zacks Analyst Interviews Medical Devices Industry Outlook - Dec. 2010 - Industry Outlook Medical Devices Industry Outlook Ã¢ÂÂ Dec. 2010 - Industry Outlook Medical Devices Industry Outlook Ã¢ÂÂ Dec. 2010 - Industry Outlook Good News for Medtronic - Analyst Blog Good News for Medtronic - Analyst Blog Collins Stewart On Medical Devices & Hospital Supplies Mad Money Lightning Round: Cramer Likes LyondellBasell Industries (HPQ, MDT, ABT, FTR, MSG, OXM, JNY, WFT, LYB, MO, SI)",channel1
338,Earnings Scorecard: Medtronic - Analyst Blog,channel1
339,Wells Fargo's EPS Revisions Earnings Scorecard: Medtronic - Analyst Blog,channel1
340,Medtronic Announces Dividend of $.225 US Subpoenas Medtronic (MDT),channel1
341,Edwards Stays Neutral - Analyst Blog Edwards Stays Neutral - Analyst Blog American Funds Sees Investors Flee,channel1
342,,channel1
343,Edwards Lifesciences Sees Growth - Analyst Blog Edwards Lifesciences Sees Growth - Analyst Blog,channel1
344,,channel1
345,,channel1
346,"Boston Scientific Stock: Big, Bullish Breakout Medtronic Receives FDA Approval for Cryoballoon Ablation Treatment for Paroxysmal Atrial Fibrillation",channel1
347,St. Jude Intros Trifecta in Canada - Analyst Blog St. Jude Intros Trifecta in Canada - Analyst Blog Market Update Approval for MDT's Arctic Front - Analyst Blog Medtronic (MDT) CEO To Retire Approval for MDT's Arctic Front - Analyst Blog,channel1
348,Medtronic Core Valve U.S. Clinical Trial Begins FDA Approves Medtronic Device to Fix Abdominal Aortic Aneurysms,channel1
349,,channel1
350,,channel1
351,,channel1
352,,channel1
353,,channel1
354,"Thursday's Put/Call Ratio Leaders (CTXS, NTAP, BCS, NVS, MDT)",channel1
355,,channel1
356,,channel1
357,Top Picks 2011: Medtronic (MDT),channel1
358,"Medtronic Announces $750,000 in Funding BSX Completes Sadra Acquisition - Analyst Blog BSX Completes Sadra Acquisition - Analyst Blog",channel1
359,NeuroMetrix's New Strategy - Analyst Blog NeuroMetrix's New Strategy - Analyst Blog,channel1
360,ZOLL & Saints Medical Team Up - Analyst Blog ZOLL & Saints Medical Team Up - Analyst Blog Alnylam Sets Product Goals - Analyst Blog Alnylam Sets Product Goals - Analyst Blog,channel1
361,,channel1
362,,channel1
363,,channel1
364,St. Jude's Prelim 4Q Sales Tops - Analyst Blog St. Jude's Prelim 4Q Sales Tops - Analyst Blog Medtronic Completes Acquisition of Ardian Will ITT's and Marathon Oil's Internal Company Splits Become A New Trend?,channel1
365,"MDT, Ardian Target Hypertension - Analyst Blog MDT, Ardian Target Hypertension - Analyst Blog",channel1
366,Medtronic Revises Design of CoreValve Pivotal Trial,channel1
367,Medtronic Redesigns Trial - Analyst Blog Medtronic Redesigns Trial - Analyst Blog,channel1
368,,channel1
369,510 (k) Reform: FDA's Blueprint - Analyst Blog 510 (k) Reform: FDA's Blueprint - Analyst Blog,channel1
370,Boston Scientific Targets Japan - Analyst Blog Boston Scientific Targets Japan - Analyst Blog J.P. Morgan Lowers MDT FY12 Estimate JP Morgan Raises PT On Medtronic JP Morgan Raises PT On Medtronic,channel1
371,BSX Evolves with EVOLVE Trial - Analyst Blog BSX Evolves with EVOLVE Trial - Analyst Blog Earnings Preview: St. Jude - Analyst Blog Earnings Preview: St. Jude - Analyst Blog,channel1
372,St. Jude Beats on All Fronts - Analyst Blog St. Jude Beats on All Fronts - Analyst Blog,channel1
373,,channel1
374,"ZOLL Posts Mixed 1Q Results - Analyst Blog ZOLL Posts Mixed 1Q Results - Analyst Blog Benzinga's Top Upgrades (RAX, MDT, KMX, NOK) Goldman Sachs Upgrades Medtronic To Buy; Raises PT To $45 Goldman Upgrades Medtronic To Buy, PT To $45",channel1
375,Earnings Preview: Boston Scientific - Analyst Blog Earnings Preview: Boston Scientific - Analyst Blog Initiating Coverage on Viral Genetics (VRAL) - Analyst Blog Initiating Coverage on Viral Genetics (VRAL) - Analyst Blog,channel1
376,,channel1
377,,channel1
378,Rewarding Quarter for Edwards - Analyst Blog Rewarding Quarter for Edwards - Analyst Blog Cyberonics' New Kit for VNS - Analyst Blog Cyberonics' New Kit for VNS - Analyst Blog Earnings Scorecard: St. Jude - Analyst Blog Earnings Scorecard: St. Jude - Analyst Blog,channel1
379,Medtronic: Expert Panel Publishes Findings on Underutilized Intrathecal Baclofen Therapy,channel1
380,Citi Comments On St. Jude Medical Following Investor Meeting,channel1
381,Medtronic Receives FDA Approval for First Pacemaker System in the U.S. Designed for Use in the MRI Environment Goldman Sachs Updates Its Estimates On Medtronic,channel1
382,Court Confirms Globus Device Infringes Medtronic Patents,channel1
383,,channel1
384,,channel1
385,,channel1
386,,channel1
387,More In The Tank For Medical Device ETF,channel1
388,"Vitaliy Katsenelson, CIO Of Investment Management Associates - Navigating The Sideways Market, Part 2 - Zing Talk",channel1
389,Events to Monitor Over Weekend 02-18-2011 Largest Study of Medtronic CoreValve System Confirms Positive Clinical Outcomes J.P. Morgan Raises Medtronic PT To $41 (MDT) JP Morgan Raises PT On Medtronic To $41,channel1
390,"Medtronic Cuts 2011 View, Shares Down 2% (MDT) Medtronic Reports Better-Than-Expected Q3 Earnings Earnings Scheduled For February 22 (M, HPQ, MHS, WMT, BKS, MDT, ODP, NRG, HTZ, RSH, HD, CHK, MHK) Stocks To Watch For February 22 (HPQ, WMT, M, HD, MDT)",channel1
391,UPDATE: Jefferies Raises PT on Medtronic to $43 (MDT) Jefferies Raises PT On Medtronic To $43 J.P. Morgan: MDT Fiscal 3Q11 Mostly In-Line,channel1
392,,channel1
393,Medtronic Purchases Innovative Gel Technology for Potential Use in Functional Endoscopic Sinus Surgery,channel1
394,Medtronic Revives Physio-Control Spinoff Medtronic MosaicÃÂ® Heart Valve Demonstrates Long-Term Durability in International Study,channel1
395,,channel1
396,,channel1
397,,channel1
398,,channel1
399,,channel1
400,,channel1
401,Medtronic Resolves FDA Warning Letters,channel1
402,Medtronic Announces Public Offering of Senior Notes Deutsche Bank Has Buy On Medtronic (MDT),channel1
403,Medtronic CFO Gary Ellis to Speak at Barclays Capital 2011 Global Healthcare Conference (MDT),channel1
404,Oppenheimer Highlights MDT In Its Ongoing Cash Piece Goldman Sachs Reiterates Buy on Medtronic (MDT),channel1
405,,channel1
406,,channel1
407,,channel1
408,,channel1
409,,channel1
410,,channel1
411,,channel1
412,,channel1
413,,channel1
414,Medtronic Announces FDA Approval of Protecta Implantable Defibrillators That Reduce Inappropriate Shocks,channel1
415,Oppenheimer Comments On Protecta Approval (MDT),channel1
416,,channel1
417,,channel1
418,Medtronic Announces FDA Approval of InterStim Therapy for Bowel Control,channel1
419,"Top 4 Large-Cap Stocks In The Medical Appliances & Equipment Industry With The Lowest PEG Ratio (RBCN, STJ, ZMH, MDT) Medtronic: Landmark IMPROVE HF Study Shows Adherence to Outpatient Quality Measures Associated with Improved Survival in Heart Failure Patients Medtronic Announces Mac Compatibility for CareLink Personal Therapy Management Software for Diabetes Medtronic ResoluteÃÂ®Drug-Eluting Stent Delivers Compelling Clinical Outcomes in Major Studies Oppenheimer Reports Another Pipeline Add And Checks At ACC On Medtronic",channel1
420,"Tech Rebalanced 04-05-2011 Piper Jaffray Reports Solid Efficacy On Medtronic Morgan Stanley Reports Medtronic Endeavor Potential Underapreciated MDT Single-Arm US Pivotal Trial Goes Better Than Expected, Jefferies Reports",channel1
421,Oppenheimer Surveys Non-Profit Hospitals' 1Q11,channel1
422,,channel1
423,Wunderlich Securities Initiates Coverage Of Medtronic With Buy Rating Wunderlich Initiates Coverage on Medtronic With Buy Rating and $46 PT,channel1
424,"Benzinga's Top Upgrades (MON, SYNT, MDT, RIG) Wells Fargo Upgrades MDT To Outperform",channel1
425,,channel1
426,"Mad Money Lightning Round: Cramer Advises Investors To Buy Peabody Energy (PG, RTN, ARRS, BTU, TRGL, NG, PAY, CSCO, EMC, MDT, GGC)",channel1
427,,channel1
428,,channel1
429,,channel1
430,"Who Will Benefit From Revaluation Of Yuan? (BDC, ARW, APH, APP, TBL, MDT, STE, BAX, NEWP)",channel1
431,,channel1
432,,channel1
433,,channel1
434,Medtronic Wins Medicare Coverage For Mris (MDT) Lilly and Medtronic Announce Drug-Device Collaboration for Parkinson's Disease,channel1
435,"Biotech /Pharma Stocks Snapshot; Technology and Medical Devices on the Rise Within Healthcare; Aethlon Medical, ELI Lilly (LLY), Medtronic (MDT), Pfizer (PFE), Apple (AAPL) Tornier N.V. Rallies on Alleged Johnson & Johnson Takeover (TRNX) Trading on Johnson & Johnson's $21.3 Billion Purchase of Synthes (JNJ, MDT, BSX, TMO, IHI)",channel1
436,"Mad Money Lightning Round: Cramer Likes Apple (MDT, STJ, ABT, MNRO, CMI, WFC, UA, AAPL, AHD)",channel1
437,,channel1
438,Medtronic Announces FDA Clearance and First Patient Procedure with the Achieve Mapping Catheter,channel1
439,,channel1
440,,channel1
441,Medtronic Announces FDA Approval for Cardiac Resynchronization Therapies (MDT) Medtronic's RevealÃÂ® XT Insertable Cardiac Monitor Helps Determine AF Burden in Symptomatic and Asymptomatic Patients Following RF Ablation (MDT) Medtronic's RevealÃÂ® XT Insertable Cardiac Monitor Helps Determine AF Burden in Symptomatic and Asymptomatic Patients Following RF Ablation,channel1
442,,channel1
443,Oppenheimer Gives Earnings Preview On Medtronic; Raises PT To $48 Medtronic and Bayer HealthCare Expand International Alliance Oppenheimer Outperform On Medtronic (MDT),channel1
444,,channel1
445,"Microsoft Just Pulled Another ""Microsoft"" with its Purchase of Skype Medtronic Board of Directors Announces Appointment of Omar Ishrak as Chairman and CEO (MDT) Medtronic Announces Appointment of Omar Ishrak as Chairman and CEO",channel1
446,J.P. Morgan Neutral On Medtronic (MDT),channel1
447,Vertebral Augmentation for Spinal Fractures Continues to Be Covered by Noridian Administrative Services,channel1
448,,channel1
449,Medtronic CoreValve Multi-Center Study Shows Rapid and Sustained Health-Related Quality-of-Life Improvements,channel1
450,"Ford Researches Adding Medical Monitoring To SYNC System; Working With Medtronic, Welldoc On New Features -Bloomberg Goldman Says Medtronic Earnings Will Be Less Volatile Than Implied Volatility Suggests -Bloomberg",channel1
451,,channel1
452,,channel1
453,Stocks To Watch For May 24 Medtronic Earnings Preview: Modest Growth Seen for 4Q and FY 2011,channel1
454,News Summary Piper Jaffray Maintains Overweight Rating On Medtronic Earnings Roundup For May 24 Medtronic Sees '12 Buybacks to Remain at Similar Level as '11 Medtronic Sees 2012 EPS of $3.43 to $3.50 Including $0.04 to $0.06 Dilution UPDATE: Medtronic Reports Weaker-Than-Expected Q4 Earnings Medtronic States it is Positioned Well for Sustainable Growth in FY2012 and Beyond Medtronic Reports Q4 EPS of $0.90 vs. $0.93 Estimate; Revenues $4.3B vs. $4.29B Estimate US Stock Futures Up As Investors Await Housing Data Earnings Scheduled For May 24,channel1
455,"Oppenheimer Maintains Outperform on Medtronic Wedbush Reiterates Neutral and PT of $36 on Medtronic Piper Jaffray Maintains Overweight on Medtronic J.P. Morgan Comments On Medtronic F4Q11 Results Jefferies & Company Reports on Medtronic Morgan Stanley Provides Color on Medtronic, Equal-Weight Citi Reiterates Buy and PT of $49 on Medtronic Deutsche Bank Reiterates Buy on Medtronic",channel1
456,,channel1
457,,channel1
458,Benzinga's Top Downgrades,channel1
459,,channel1
460,,channel1
461,,channel1
462,,channel1
463,,channel1
464,Medtronic Is Shocking Under The Hood (MDT),channel1
465,,channel1
466,Big Name Health Care Stocks Plunging,channel1
467,,channel1
468,,channel1
469,,channel1
470,,channel1
471,,channel1
472,,channel1
473,,channel1
474,,channel1
475,Medtronic Board Increases Cash Dividend by 8% to $0.2425; Increases Share Repurchase Plan by 75M Shares,channel1
476,,channel1
477,Citi Has Buy Rating On Medtronic,channel1
478,Medtronic Medtronic CEO Omar Ishrak Statement on rhBMP-2 Articles in Spine Journal J.P. Morgan Discusses Medtronic,channel1
479,Wednesday's S&P 500 Sector Recap 6/29/11 Piper Jaffray Reports Price Target Of $44 For Medtronic J.P. Morgan Maintains Neutral on Medtronic Bank of America Merrill Lynch Maintains Neutral on Medtronic Morgan Stanley Reiterates Equal-Weight on Medtronic Deutsche Bank Reiterates Buy and PT of $45 on Medtronic Deutsche Bank Lowers PT On Medtronic To $45,channel1
480,Morgan Keegan Provides Color on Medtronic,channel1
481,Time To Look At Boston Scientific? A Peek Into The Market Before The Trading Starts Acorda Therapeutics Licenses Rights to Investigational Treatment for Spinal Cord Injury and Traumatic Brain Injury,channel1
482,Market After Last Week's Rally 07-05-2011 JP Morgan Provides Color on Medtronic,channel1
483,Medtronic Faces Criticism of Infuse,channel1
484,Medtronic To Acquire PEAK Surgical for $120M Medtronic To Acquire Salient Surgical Technologies for $525M,channel1
485,Medtronic Issues Communication about the Potential for Reduced Battery Performance in a Small Percentage of SynchroMed II Implantable Drug Infusion Pumps Oppenheimer Reiterating Outperform On Medtronic,channel1
486,Medtronic Gets Go-Ahead from FDA for Study of Novel Treatment for High Blood Pressure,channel1
487,,channel1
488,,channel1
489,Benchmark Reiterates Hold on Meredith Corporation,channel1
490,"Earnings Preview: Stryker EPS, Revenue Expected to Rise from Previous Quarter Intuitive Surgical Earnings Preview: Analysts Expect Rising Revenue",channel1
